"Family_ID","Survey_Year","ID_number","Race","Race_2nd","Head_Wife_Status","Paying_Rent_Scale","Fall_Winter_Residence","Summer_Residence","Enrollment_Status","Return_School","Financial_Responsibility_Scale","Own_Bills_Scale","Managing_Money_Scale","Worry_Money","Marital_Status","Help_House","House_Amount","Help_Bills","Bills_Amount","Help_Tuition","Tuition_Amount","Help_Personal_Loan","Help_Personal_Loan_Amount","Help_Personal_Vehicle","Personal_Vehicle_Amount","Help_Rent_Mortgage","Rent_Mortgage_Amount","Gifts_Inheritance","Help_Other","CantAfford_College","Gifts_Inheritance_1","Gifts_Inheritance_2","Gifts_Inheritance_3","Help_Other_Amount","Help_House_Amount_Parents","Help_House_Percent_Parents","Help_Bills_Amount_Parents","Help_Bills_Percent_Parents","Help_Tuition_Amount_Parents","Help_Tuition_Percent_Parents","Help_Student_Loan","Student_Loan_Amount","Help_Student_Loan_Amount_Parents","Help_Student_Loan_Percent_Parents","Help_Personal_Vehicle_Amount_Parents","Help_Personal_Vehicle_Percent_Parents","Help_Rent_Mortgage_Amount_Parents","Help_Rent_Mortgage_Percent_Parents"
9,2011,119,7,0,3,1,1,1,4,1,1,1,4,5,2,5,0,1,20,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,2011,120,2,0,3,3,1,96,96,0,4,3,4,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4349,2011,121,1,0,3,5,1,1,9,0,4,4,5,5,2,5,0,1,400,5,0,5,0,1,9999998,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,2011,122,1,0,3,3,1,1,3,0,5,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7575,2011,123,1,0,1,5,2,2,6,5,4,4,5,4,2,5,0,1,1500,5,0,1,1000,1,18000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4049,2011,124,1,0,3,1,3,1,9,0,1,1,1,1,2,5,0,1,3000,1,3000,5,0,1,2000,1,10000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6926,2011,125,1,0,3,1,1,1,4,1,3,1,4,3,2,5,0,1,540,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,2011,126,1,0,3,3,1,1,3,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,2011,127,2,0,3,4,3,96,9,0,4,1,3,3,2,5,0,1,496,5,0,5,0,1,9999999,5,0,NA,1,0,0,0,0,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3208,2011,128,1,0,1,5,2,2,6,5,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4318,2011,129,1,0,3,5,1,1,6,1,5,4,5,2,2,5,0,1,1500,5,0,5,0,5,0,1,2000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4818,2011,130,7,0,3,3,6,97,1,0,5,4,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4896,2011,131,1,0,3,5,97,97,96,0,4,4,5,7,2,5,0,5,0,5,0,5,0,1,7000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,2011,132,4,0,3,3,5,5,1,0,3,3,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4844,2011,133,1,0,1,5,2,96,6,5,5,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,2011,134,1,0,1,5,1,6,6,1,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,1,0,0,0,0,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,2011,135,1,0,3,1,1,1,96,0,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7066,2011,136,2,0,3,1,1,1,4,1,3,1,4,7,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5340,2011,137,2,0,3,1,1,1,3,0,2,1,3,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,2011,138,1,0,1,5,1,96,4,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,1,0,0,0,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4513,2011,139,1,0,3,4,6,1,9,0,3,3,5,4,2,5,0,1,9999998,1,22000,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5502,2011,140,2,0,3,1,1,1,3,0,4,3,5,2,2,5,0,1,9999998,5,0,5,0,1,15000,1,9999998,NA,1,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3251,2011,141,2,0,3,2,1,96,4,1,5,4,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5984,2011,142,2,0,3,2,3,1,9,0,2,1,5,4,2,5,0,1,300,1,7000,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433,2011,143,2,0,3,2,1,96,96,0,3,2,4,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4076,2011,144,2,0,1,4,2,2,1,0,4,4,4,3,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7079,2011,145,2,0,1,6,1,96,1,0,5,3,5,3,2,5,0,1,9999998,5,0,5,0,1,2000,1,9999999,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,2011,146,2,0,3,1,1,1,9,0,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,12000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2961,2011,147,2,0,3,2,1,96,9,0,3,2,5,1,2,5,0,1,700,1,500,5,0,1,12900,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2011,148,1,0,3,1,3,1,9,0,4,4,5,3,2,5,0,1,1200,1,4000,5,0,1,9000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3464,2011,149,2,0,3,6,1,96,3,0,3,2,5,5,2,5,0,1,55,1,95,5,0,5,0,5,0,NA,1,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,2011,150,1,0,1,5,6,8,4,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3637,2011,151,1,0,3,5,2,1,10,0,4,5,5,5,2,5,0,1,500,1,7000,5,0,5,0,1,500,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,2011,152,2,0,1,5,2,2,3,0,5,5,5,7,5,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095,2011,153,1,0,3,6,1,1,4,1,5,1,5,4,2,5,0,1,80,5,0,5,0,1,9500,1,300,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,2011,154,1,0,1,5,2,2,6,1,4,4,5,4,2,5,0,5,0,5,0,1,300,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4880,2011,155,2,0,1,2,6,2,4,1,3,2,4,6,1,5,0,1,250,5,0,5,0,5,0,1,425,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,2011,156,1,0,1,5,6,96,3,0,5,5,4,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5163,2011,157,1,0,3,1,1,1,9,0,2,5,5,1,2,5,0,5,0,1,15000,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,2011,158,2,0,3,3,1,1,9,0,3,5,5,2,2,5,0,1,1050,5,0,5,0,1,2500,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4940,2011,159,1,0,3,5,1,96,7,5,4,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6242,2011,160,1,0,1,5,2,2,6,1,5,5,5,6,2,5,0,1,2400,1,20000,5,0,1,5000,1,6600,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,2011,161,1,0,1,5,6,96,6,5,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7670,2011,162,1,3,3,1,1,1,9,0,2,2,4,4,2,5,0,1,1000,1,4200,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2390,2011,163,1,0,3,1,1,1,9,0,2,1,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,2011,164,1,0,2,1,2,96,2,0,1,1,4,7,1,5,0,1,600,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4879,2011,165,1,0,3,2,2,1,10,0,2,3,4,2,2,5,0,1,5000,1,4000,5,0,1,11000,1,5100,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,2011,166,2,0,1,5,2,96,4,1,5,5,5,7,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3585,2011,167,2,0,3,5,1,1,9,0,4,4,5,5,2,5,0,5,0,5,0,5,0,1,1000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8087,2011,168,2,0,1,5,2,96,9,0,5,5,5,6,4,5,0,5,0,5,0,5,0,1,5000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4279,2011,169,1,0,1,5,2,2,2,0,5,5,5,3,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6051,2011,170,2,0,1,5,2,2,1,0,5,5,3,5,5,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4519,2011,171,3,1,3,5,1,96,4,1,5,5,5,2,2,5,0,1,700,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3259,2011,172,1,0,1,5,97,97,4,5,5,5,5,7,1,5,0,5,0,5,0,5,0,1,2400,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4650,2011,173,1,0,3,3,1,1,9,0,4,4,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2396,2011,174,1,0,3,1,1,1,9,0,4,3,5,1,2,5,0,1,1200,1,5000,5,0,1,4000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5064,2011,175,1,0,3,2,1,1,9,0,3,4,5,5,2,5,0,1,1440,5,0,5,0,1,700,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,2011,176,1,0,3,1,1,1,10,0,2,2,5,1,2,5,0,5,0,1,600,5,0,5,0,5,0,NA,5,0,20000,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2180,2011,177,1,0,3,4,2,96,6,5,4,4,4,3,2,5,0,5,0,1,5000,5,0,1,150,1,500,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,2011,178,1,0,2,5,6,6,3,0,5,5,5,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7633,2011,179,2,0,1,1,2,96,2,0,5,5,5,7,2,5,0,1,1,5,0,1,300,5,0,1,1,NA,5,0,5000,3500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4142,2011,180,2,0,3,5,8,8,9,0,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095,2011,181,1,0,3,2,1,1,1,0,2,2,2,5,2,5,0,1,4600,1,200,1,100,1,5000,1,2000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,2011,182,1,0,2,4,2,2,2,0,4,4,4,4,5,5,0,1,400,5,0,5,0,5,0,1,550,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3262,2011,183,1,0,2,5,2,96,1,0,5,5,5,6,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,2011,184,2,0,3,3,1,96,96,0,4,3,5,3,2,5,0,1,150,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,2011,185,1,0,3,1,1,96,6,0,4,4,4,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4261,2011,186,1,0,3,1,1,96,9,0,3,3,2,4,2,5,0,1,2000,1,5000,5,0,1,13000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6708,2011,187,2,0,3,1,3,1,9,0,2,1,4,1,2,5,0,1,400,1,16000,5,0,1,14000,5,0,NA,1,0,0,0,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,2011,188,2,0,1,5,97,96,10,0,5,5,5,4,2,5,0,1,60,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4410,2011,189,2,0,1,5,2,6,6,1,5,5,5,1,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,2011,190,2,0,1,3,97,97,1,0,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,2011,191,1,0,2,5,2,96,1,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5131,2011,192,2,0,3,1,1,1,9,0,3,1,3,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5970,2011,193,1,0,3,1,1,1,4,1,3,3,5,4,2,5,0,1,8000,1,5000,5,0,1,7800,5,0,NA,1,0,6400,0,0,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,2011,194,1,0,3,2,3,1,9,0,2,2,4,5,2,5,0,5,0,1,13000,5,0,1,5500,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,2011,195,2,1,3,1,1,1,9,0,4,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,2011,196,2,0,3,1,1,96,96,0,5,1,5,4,2,5,0,5,0,5,0,5,0,5,0,1,4800,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,2011,197,2,0,3,5,1,1,2,0,4,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,2011,198,1,0,3,1,2,1,9,0,2,1,5,1,2,1,9999998,1,360,5,0,1,900,1,20000,1,5400,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7393,2011,199,2,0,3,5,1,96,2,0,4,5,5,5,2,5,0,1,1000,5,0,1,300,5,0,5,0,NA,1,0,2000,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7671,2011,200,1,0,2,1,2,2,6,5,2,1,5,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3350,2011,201,1,0,1,3,2,2,4,5,5,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,2011,202,2,0,3,4,1,96,96,0,4,4,4,5,2,5,0,5,0,5,0,1,9999998,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7537,2011,203,1,3,3,6,97,96,96,0,3,5,5,7,2,5,0,1,128,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,2011,204,1,3,3,3,3,3,9,0,4,3,4,4,2,5,0,5,0,1,2000,5,0,5,0,1,10000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6254,2011,205,2,1,3,1,1,1,9,0,2,1,4,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4650,2011,206,1,0,3,1,1,1,4,1,1,1,1,2,2,5,0,1,3000,1,16000,5,0,1,3500,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,2011,207,1,0,3,2,1,96,9,0,4,1,4,2,2,5,0,1,700,5,0,5,0,1,7000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,2011,208,2,0,1,4,2,96,4,1,5,5,5,1,2,5,0,1,25,5,0,1,250,5,0,1,150,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4714,2011,209,2,0,3,5,1,1,9,0,4,4,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,2011,210,1,0,3,5,1,96,6,1,4,3,4,5,2,5,0,1,650,5,0,1,5000,5,0,1,1000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5827,2011,211,1,0,3,5,3,2,6,1,5,5,5,2,2,5,0,5,0,1,10000,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6276,2011,212,2,0,1,5,6,6,2,0,5,5,5,3,5,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,2011,213,2,0,3,1,1,96,9,0,4,4,5,6,2,5,0,1,35,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3004,2011,214,2,0,3,5,99,99,96,0,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6906,2011,215,2,0,1,4,1,2,5,1,5,5,5,1,2,5,0,1,400,5,0,5,0,5,0,1,500,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2011,216,1,0,3,5,1,1,9,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4505,2011,217,3,0,3,2,1,1,9,0,2,2,3,2,2,5,0,5,0,5,0,1,500,5,0,5,0,NA,1,0,0,0,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6916,2011,218,2,0,2,5,2,2,4,1,5,5,5,4,1,5,0,5,0,5,0,1,300,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6389,2011,219,2,0,3,6,3,1,9,0,2,2,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6108,2011,220,2,0,3,5,1,96,9,0,4,5,5,6,2,5,0,1,4000,5,0,1,400,1,1500,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4728,2011,221,2,0,1,5,2,96,9,0,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7376,2011,222,1,0,3,1,2,96,9,0,2,1,4,4,2,5,0,1,4800,1,8000,5,0,5,0,1,4800,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6108,2011,223,2,0,3,1,1,96,96,0,2,2,5,5,2,5,0,1,500,5,0,1,150,1,4000,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,2011,224,4,0,3,1,2,97,9,0,4,5,5,2,2,5,0,1,500,1,9999998,5,0,5,0,1,6000,NA,1,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2011,225,2,0,1,5,2,96,9,0,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6690,2011,226,1,0,1,5,2,96,6,5,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5519,2011,227,1,0,3,5,1,96,6,1,4,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,2011,228,1,0,3,1,3,1,9,0,3,1,4,4,2,5,0,1,800,1,8000,5,0,1,5000,1,6000,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,2011,229,2,0,1,5,2,96,4,1,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237,2011,230,7,0,3,5,2,1,11,0,5,5,5,6,2,5,0,5,0,5,0,5,0,1,1500,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3731,2011,231,2,0,3,5,2,96,4,1,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,2011,232,4,0,3,1,1,1,9,0,2,1,5,4,2,5,0,1,5000,1,10000,5,0,5,0,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2069,2011,233,2,0,1,5,2,96,5,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,1,0,0,0,0,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3296,2011,234,2,0,3,3,1,96,9,0,4,5,5,2,2,5,0,1,369,5,0,5,0,1,2500,5,0,NA,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
